지점,지점명,일시,Aerosol,Temp_avg,Temp_min,Temp_max,Humidity,sunshine time,Total daylight hours,cloud cover,cumulative UV,Maximum UV
129,서산,2016-05-26,97.492,18.7,15,22.4,87.4,14.4,0.9,7.6,0.73,0.16
129,서산,2016-05-28,65.273,19.4,14.6,25.4,74.8,14.5,11,3.6,1.13,0.245
129,서산,2016-05-29,69.971,19.5,14.5,26.1,77.9,14.5,7.7,4.4,0.94,0.232
129,서산,2016-05-30,114.121,20.5,13.8,27.9,77.9,14.5,12.4,0,1.25,0.222
129,서산,2016-05-31,61.745,19.8,15.3,24.6,87.3,14.5,11.6,3.1,1.01,0.168
129,서산,2016-06-01,122.632,21.7,16.1,28.7,73.8,14.5,9.8,3.1,1.19,0.208
129,서산,2016-06-02,95.561,20.6,15,26.7,83.9,14.5,11.8,1.3,1.22,0.208
129,서산,2016-06-03,30.594,20.6,15.5,27.4,76.1,14.6,10.5,5.6,1.26,0.245
129,서산,2016-06-04,57.577,18.8,16.7,20.6,82.1,14.6,0,9.1,0.4,0.072
129,서산,2016-06-05,74.024,22,15.8,29.5,74.6,14.6,10.8,3.4,1.25,0.217
129,서산,2016-06-06,58.02,20.6,17.2,24.8,81.8,14.6,1.3,8.6,0.87,0.199
129,서산,2016-06-07,33.58,20.6,16.5,26.4,80.1,14.6,12.4,3.1,1.35,0.219
129,서산,2016-06-08,22.049,20.2,16.8,25.5,87.4,14.6,6.5,6.8,1.08,0.178
129,서산,2016-06-09,55.111,21.2,15.2,28.7,81.8,14.6,10.9,3.4,1.2,0.195
129,서산,2016-06-10,68.898,21.7,16.5,26.6,86.1,14.6,11.5,3,1.25,0.198
129,서산,2016-06-11,82.854,23.3,20.4,26.6,89.5,14.6,3.2,8.1,0.96,0.198
129,서산,2016-06-12,15.089,21.9,18.4,25.2,95,14.6,1.4,9,0.52,0.111
129,서산,2016-06-13,75.393,21.8,18.2,27.8,85.4,14.7,9.3,5.1,1.25,0.221
129,서산,2016-06-14,69.79,21.1,17.6,26.4,89.6,14.7,5,7.1,1.06,0.212
129,서산,2016-06-15,55.331,20.5,19.1,24.6,93.9,14.7,1.7,10,0.43,0.141
129,서산,2016-06-16,27.669,20.3,18,24.5,88,14.7,6.7,6,1.26,0.245
129,서산,2016-06-17,70.892,21.7,17.6,25.6,85.1,14.7,12,0.9,1.09,0.16
129,서산,2016-06-18,98.623,22,18.2,27.2,84.8,14.7,9.7,3.4,1.2,0.228
129,서산,2016-06-19,92.315,23,19.5,27.5,86.4,14.7,10.3,5.9,1.29,0.204
129,서산,2016-06-20,72.156,23.3,18.7,29.6,86.5,14.7,8,7.5,0.86,0.163
129,서산,2016-06-21,80.006,23.7,19.2,29.3,86.4,14.7,5.5,7.8,0.93,0.224
129,서산,2016-06-22,120.024,24.3,20.5,30.4,87.5,14.7,4,6,0.93,0.218
129,서산,2016-06-23,132.516,23.7,19.3,28.6,89.5,14.7,9.5,6.1,1.05,0.222
129,서산,2016-06-24,66.493,21.5,19.9,25.9,91.3,14.7,3.6,8.1,0.69,0.185
129,서산,2016-06-25,53.823,21.9,17.2,26.4,82.3,14.7,13.3,1.1,1.38,0.202
129,서산,2016-06-26,43.649,22.4,16.2,29,81.9,14.7,13.1,2.3,1.35,0.231
129,서산,2016-06-27,45.723,22.5,17,28.8,80.9,14.7,5.1,6,0.93,0.148
129,서산,2016-06-28,85.36,23.1,17.8,30.4,82.4,14.7,9.3,7.1,1.08,0.195
129,서산,2016-06-29,49.738,23.2,20.7,26.7,88.5,14.7,2.1,8.6,0.81,0.215
129,서산,2016-06-30,32.479,23.4,21.7,25.5,95,14.7,1,9,0.65,0.169
129,서산,2016-07-01,23.718,24.1,22.2,27.7,96.1,14.6,0.2,10,0.36,0.089
129,서산,2016-07-02,25.188,22.9,20.5,26.8,94.3,14.6,1.8,8.8,1.06,0.242
129,서산,2016-07-03,40.297,22.4,19.6,25.1,93.1,14.6,2.3,9.3,0.48,0.067
129,서산,2016-07-04,26.395,22.7,20.4,25.1,97,14.6,0,10,0.28,0.069
129,서산,2017-01-01,36.786,3.5,-1.5,9.7,95.5,9.7,4,7.1,0.32,0.048
129,서산,2017-01-02,88.487,5.3,0.4,10.9,93.8,9.7,4.6,7.4,0.28,0.048
129,서산,2017-01-03,79.081,1.5,-3.3,8.1,88.5,9.7,8.6,0.1,0.4,0.055
129,서산,2017-01-04,81.506,3.5,-2,9.9,80.8,9.7,7.3,4.5,0.32,0.046
129,서산,2017-01-05,44.493,4.4,-1.2,7.6,76.8,9.8,0,8.5,0.21,0.04
129,서산,2017-01-06,10.237,5.4,0.1,10.7,82,9.8,2,4.5,0.3,0.054
129,서산,2017-01-07,50.388,4,-2.1,9.8,88.5,9.8,5.1,6.4,0.29,0.049
129,서산,2017-01-08,35.898,6.6,4.3,11,80.9,9.8,0.7,9,0.23,0.044
129,서산,2017-01-09,56.296,2.5,-4.2,5.5,78,9.8,7.2,3.4,0.38,0.058
129,서산,2017-01-10,23.172,-0.7,-3.8,3.1,68.8,9.8,5.9,3.5,0.3,0.056
129,서산,2017-01-11,11.174,-3.4,-9.1,0.7,80.3,9.8,6.1,3.3,0.25,0.035
129,서산,2017-01-12,40.966,-0.4,-5.6,3,78.5,9.9,3.5,3.5,0.17,0.037
129,서산,2017-01-13,23.459,-4.1,-7.9,-0.8,81.5,9.9,3.8,7,0.25,0.048
129,서산,2017-01-14,33.072,-5.4,-7.6,-3.6,57.3,9.9,9,2.3,0.44,0.063
129,서산,2017-01-15,13.625,-5.9,-11.9,-0.5,72.8,9.9,9.2,0,0.44,0.055
129,서산,2017-01-16,12.754,-4.7,-10.9,2.2,72.6,9.9,9.1,0.1,0.44,0.048
129,서산,2017-01-17,14.339,-2.8,-10,3.7,81.1,10,2.7,6,0.31,0.044
129,서산,2017-01-18,58.776,-0.9,-5.3,4.2,91.9,10,3.1,7.4,0.21,0.033
129,서산,2017-01-19,73.13,-1.9,-7,4.7,81.6,10,8.3,4.3,0.41,0.05
129,서산,2017-01-20,55.273,-4,-10.5,-0.7,87.9,10,3.8,5.6,0.24,0.035
129,서산,2017-01-21,22.446,-2.9,-10.7,1.3,93.4,10.1,3.5,8.6,0.29,0.054
129,서산,2017-01-22,44.03,-4.7,-6.3,-0.2,71.9,10.1,4.1,8,0.33,0.042
129,서산,2017-01-23,21.86,-6.3,-11.3,-3.1,78,10.1,8.2,4,0.46,0.051
129,서산,2017-01-24,19.702,-6.5,-12.9,-0.7,85.1,10.2,9.1,1.4,0.45,0.053
129,서산,2017-01-25,18.443,-6,-12.7,1.4,85.1,10.2,9.2,0,0.46,0.054
129,서산,2017-01-26,24.736,-1.5,-10.2,3.7,92.4,10.2,6.7,6.4,0.38,0.054
129,서산,2017-01-27,80.251,-1.7,-6.9,6.3,71.1,10.2,9,2.1,0.49,0.066
129,서산,2017-01-28,19.043,-0.6,-7.6,6.1,60.3,10.3,7.3,4.9,0.47,0.067
129,서산,2017-01-29,17.282,0.9,0,2.8,91.1,10.3,0,10,0.08,0.014
129,서산,2017-01-30,37.568,-3.9,-9.3,0.5,80.1,10.3,8.2,4.4,0.51,0.076
129,서산,2017-01-31,14.181,-5.7,-11.1,0.2,78,10.4,8.3,3,0.47,0.071
129,서산,2017-02-01,25.763,-2.6,-7.8,1.1,67.9,10.4,9,2.6,0.5,0.073
129,서산,2017-02-02,17.935,-2.2,-9.8,4.5,78.5,10.4,9.6,1.6,0.54,0.074
129,서산,2017-02-03,22.696,0,-4.9,6.4,91.4,10.4,8.7,2.3,0.45,0.064
129,서산,2017-02-04,45.395,1.3,-5.3,5.8,83.1,10.5,0,7.1,0.23,0.038
129,서산,2017-02-05,71.683,2.1,1.2,3.7,87.4,10.5,0,7.5,0.16,0.031
129,서산,2017-02-06,35.991,-0.8,-2.5,1.7,68.6,10.6,8,1.1,0.54,0.073
129,서산,2017-02-07,20.169,-1.6,-6.3,4.3,70.6,10.6,7,5.9,0.45,0.07
129,서산,2017-02-08,22.705,-1.5,-6.6,2.8,77.4,10.6,1.8,7.1,0.35,0.06
129,서산,2017-02-09,40.193,-3.4,-4.4,-1.5,65.5,10.7,6.2,7.1,0.42,0.054
129,서산,2017-02-10,28.692,-4.5,-5.9,-2.2,59,10.7,7,6.6,0.39,0.054
129,서산,2017-02-11,27.483,-2.6,-6.1,1.2,65.8,10.7,9.5,5.1,0.56,0.064
129,서산,2017-02-12,17.324,-2.7,-9.3,4.8,79.6,10.8,10,0.3,0.61,0.078
129,서산,2017-02-13,22.864,-1,-7.9,4.6,91.5,10.8,4,3.6,0.32,0.046
129,서산,2017-02-14,31.732,-1,-7.4,5.8,70.4,10.8,10,0,0.56,0.079
129,서산,2017-02-15,21.051,-0.8,-7.6,7,83.8,10.9,9.4,0.1,0.47,0.065
129,서산,2017-02-16,25.779,5,-4.7,10.8,85.3,10.9,4,6,0.39,0.052
129,서산,2017-02-17,51.32,0.8,-3.3,8.8,76,10.9,7.5,4.8,0.53,0.096
129,서산,2017-02-18,20.24,-2.7,-8.8,2.9,72.4,11,10.1,0,0.61,0.073
129,서산,2017-02-19,33.818,2.6,-6.2,7.9,84.9,11,2.7,7.9,0.37,0.082
129,서산,2017-02-20,51.105,-0.8,-4.2,7.6,74,11,9.1,2.1,0.61,0.089
129,서산,2017-02-21,29.831,-1.4,-8.6,5.8,69.4,11.1,9.9,3.1,0.63,0.095
129,서산,2017-02-22,22.455,1.6,-1,3,89.3,11.1,0,9.5,0.09,0.015
129,서산,2017-02-23,36.662,-0.4,-2.6,1.9,69.6,11.2,10.1,3,0.67,0.107
129,서산,2017-02-24,19.61,-0.9,-7.7,4.9,76.1,11.2,9.6,3.6,0.66,0.093
129,서산,2017-02-25,42.374,0.9,-5.3,7.5,84.9,11.2,10.2,0.4,0.69,0.089
129,서산,2017-02-26,36.771,1.4,-4.5,8.4,74.6,11.3,9.9,0,0.66,0.079
129,서산,2017-02-27,12.811,1.8,-4.9,9.3,69.8,11.3,10.3,0,0.7,0.084
129,서산,2017-02-28,16.328,2.5,-5.3,11,68.9,11.3,10.1,2,0.66,0.086
129,서산,2017-03-01,26.347,4.9,-0.1,10.8,75,11.4,2.2,9.4,0.32,0.051
129,서산,2017-03-02,38.962,0.8,-3.2,3.9,77,11.4,10.3,1.5,0.75,0.101
129,서산,2017-03-03,28.024,1.5,-5.6,9.3,82.6,11.5,10.4,2.1,0.69,0.093
129,서산,2017-03-04,28.18,2.9,-4.1,11.7,81.8,11.5,10.5,0.4,0.74,0.102
129,서산,2017-03-05,38.895,4.4,-2.3,11.3,88.6,11.5,6.9,7.4,0.54,0.085
129,서산,2017-03-06,28.079,0.5,-4.1,3.7,60.4,11.6,10.6,1.5,0.78,0.112
129,서산,2017-03-07,18.98,-1.2,-3.6,1.9,64.4,11.6,10.5,4.5,0.7,0.11
129,서산,2017-03-08,34.78,0.7,-6.4,6.4,71.9,11.7,8.5,2.6,0.72,0.094
129,서산,2017-03-09,56.521,2.3,-5.7,9.9,81,11.7,10.6,0.6,0.71,0.1
129,서산,2017-03-10,34.553,2.8,-5.2,12.6,69.4,11.7,10.7,0.1,0.77,0.114
129,서산,2017-03-11,33.394,4.7,-4.4,15.2,64.4,11.8,10.5,3,0.73,0.11
129,서산,2017-03-12,63.591,6.4,-1.4,14.7,77.3,11.8,7.9,5.8,0.64,0.097
129,서산,2017-03-13,49.814,4.9,-1.2,9.8,72.3,11.9,9.6,4.1,0.76,0.128
129,서산,2017-03-14,37.109,4.1,-4,8.5,62.4,11.9,10.6,0,0.82,0.114
129,서산,2017-03-15,27.462,3,-3.6,11.7,63.6,11.9,11,0.5,0.82,0.13
129,서산,2017-03-16,24.283,3.1,-5.1,11.8,64.9,12,10.6,2.6,0.74,0.11
129,서산,2017-03-17,27.42,5.3,-3.9,15,64.5,12,10.9,1.6,0.76,0.12
129,서산,2017-03-18,34.752,6.4,0.6,16.5,54.6,12.1,8.2,2.9,0.73,0.125
129,서산,2017-03-19,57.463,8.2,-1.7,17.6,60.1,12.1,10.7,0.3,0.75,0.127
129,서산,2017-03-20,89.692,7,-0.1,12.2,68.9,12.1,0.4,7.6,0.27,0.043
129,서산,2017-03-21,54.255,5.2,0,10.2,69,12.2,10.7,0.9,0.84,0.125
129,서산,2017-03-22,40.107,5,-2.8,12.6,66.5,12.2,8.5,5,0.74,0.141
129,서산,2017-03-23,32.265,6.3,0.5,13.8,63.4,12.2,7.3,4.4,0.71,0.095
129,서산,2017-03-24,39.048,5.7,-1.5,13.9,70.5,12.3,6.6,7.1,0.63,0.111
129,서산,2017-03-25,18.97,5.6,-0.4,11.5,63.8,12.3,3.3,7,0.68,0.103
129,서산,2017-03-26,24.539,4.3,-2.4,10.2,76.9,12.4,3.7,7.1,0.69,0.095
129,서산,2017-03-27,57.287,5.4,0,12.1,81.9,12.4,7.8,5.1,0.61,0.083
129,서산,2017-03-28,55.632,6.7,-0.6,12.7,79.8,12.5,5.7,9,0.63,0.1
129,서산,2017-03-29,26.911,7,1.4,14.4,73.1,12.5,9.3,4,0.86,0.136
129,서산,2017-03-30,25.526,7.8,-1.7,16,73,12.5,10.3,4.1,0.88,0.142
129,서산,2017-03-31,44.254,8.9,5.3,14.2,82.3,12.6,5.3,7.4,0.64,0.092
129,서산,2017-04-01,26.019,6.8,0.3,13.5,79.5,12.6,11,1.5,0.9,0.114
129,서산,2017-04-02,37.251,6.9,-1.3,15.8,72.5,12.6,11.6,0.4,0.9,0.123
129,서산,2017-04-03,49.368,8.6,1.4,17.7,78.5,12.7,10,2.5,0.93,0.141
129,서산,2017-04-04,37.75,11.5,3.2,20.3,61.4,12.7,10.1,3.9,0.88,0.143
129,서산,2017-04-05,13.595,11.4,8.4,13.8,88.5,12.8,0,10,0.19,0.05
129,서산,2017-04-06,10.353,9.9,8.5,14,96,12.8,2.3,9.1,0.55,0.111
129,서산,2017-04-07,35.076,11.4,7.5,19.9,89.3,12.8,7.7,6,0.78,0.149
129,서산,2017-04-08,31.11,10.1,5,17.5,89.5,12.9,7.3,7.6,0.8,0.15
129,서산,2017-04-09,58.929,14,8.2,21.2,72,12.9,8.7,6.1,0.94,0.172
129,서산,2017-04-10,28.671,15,11.3,21.7,42.5,13,9,6.3,0.93,0.188
129,서산,2017-04-11,61.41,12.5,8.5,17.7,61.5,13,8.4,4.6,0.93,0.185
129,서산,2017-04-12,61.614,11.8,6.7,19,32.9,13,11.9,1.1,1,0.174
129,서산,2017-04-13,53.063,10.7,2.3,18.1,78.3,13.1,11.2,1.4,0.86,0.124
129,서산,2017-04-14,48.856,12.4,10,17.3,77.4,13.1,3.8,6.6,0.66,0.134
129,서산,2017-04-15,44.205,14.9,8.4,21.7,81.4,13.1,11.7,1.5,1.05,0.145
129,서산,2017-04-16,11.101,16,10,25.9,79.8,13.2,6.5,8.4,0.9,0.182
129,서산,2017-04-17,24.502,12.3,8.3,16,97.6,13.2,2.5,6.8,0.3,0.057
129,서산,2017-04-18,44.51,10.6,6.6,16.1,90,13.2,5,4.8,0.52,0.1
129,서산,2017-04-19,149.047,10.9,3.3,18.3,70.4,13.3,11.8,1.5,1.06,0.171
129,서산,2017-04-20,68.967,10.6,6.8,15,79.4,13.3,1.1,8,0.35,0.082
129,서산,2017-04-21,27.989,11.5,3.3,19.3,75.1,13.4,10.7,4.9,0.87,0.125
129,서산,2017-04-22,62.454,12.7,5.6,20.5,68.8,13.4,12.3,1,1.08,0.14
129,서산,2017-04-23,29.65,11.9,3.3,20.8,64.9,13.4,12.6,0,1.12,0.153
129,서산,2017-04-24,32.694,12.7,3.3,20,61.1,13.5,12.2,2.4,1.14,0.164
129,서산,2017-04-26,32.517,13.7,9.3,19.2,52.4,13.5,11.7,4.6,1.1,0.169
129,서산,2017-04-27,33.124,11.8,3,19.8,66.9,13.6,12.5,0.1,1.14,0.15
129,서산,2017-04-28,52.08,12.4,5.7,19.8,85,13.6,9,1.8,0.98,0.144
129,서산,2017-04-29,56.106,15.2,7.9,21.5,71,13.6,11,2.3,1.05,0.154
129,서산,2017-04-30,69.495,16.3,12.2,22.5,84.3,13.7,11.2,1.6,1,0.164
129,서산,2017-05-01,57.349,17.7,11,27.5,75.5,13.7,10.7,2.5,0.98,0.178
129,서산,2017-05-02,60.935,17,8.5,25.3,69.3,13.7,11.6,4,0.95,0.164
129,서산,2017-05-03,48.523,18.2,8.6,28.5,65,13.8,12.6,0,1.18,0.196
129,서산,2017-05-04,39.303,18.7,11.4,25.8,74,13.8,6.8,6.5,0.86,0.195
129,서산,2017-05-05,46.217,19.4,13.4,26.5,74.6,13.8,11.2,5.1,1.24,0.224
129,서산,2017-05-06,291.914,13.7,6.7,19,65,13.9,11.8,2.3,1.06,0.203
129,서산,2017-05-07,124.613,15.7,8.8,23.5,71.3,13.9,12.1,0.4,1.15,0.168
129,서산,2017-05-08,145.018,16.1,10.2,20.3,75.5,13.9,1.2,9.3,0.57,0.09
129,서산,2017-05-09,63.419,14.7,11.3,20.9,87.9,14,1.7,9.5,0.49,0.184
129,서산,2017-05-10,23.692,15.1,12.9,19.8,92,14,6.8,6,0.93,0.187
129,서산,2017-05-11,51.24,17.4,12.9,22.5,91.1,14,6.3,8.3,0.92,0.144
129,서산,2017-05-12,31.364,17.3,14,20.1,95.1,14.1,0,7.6,0.45,0.08
129,서산,2017-05-13,36.75,15.1,10.6,22.2,91.4,14.1,5.2,4.6,0.76,0.168
129,서산,2017-05-14,67.739,14.6,10.2,19.9,70.3,14.1,13.1,0.5,1.27,0.189
129,서산,2017-05-15,29.853,14.7,10.2,19.7,79,14.1,13.2,1.1,1.28,0.198
129,서산,2017-05-16,16.95,15,10.3,20.7,84.4,14.2,10,5.5,1.09,0.164
129,서산,2017-05-17,16.837,16.1,8.8,25.3,74.9,14.2,12,1,1.1,0.179
129,서산,2017-05-18,25.166,17.7,10.2,25,77.8,14.2,13,0.9,0.88,0.173
129,서산,2017-05-19,24.197,18.4,11,26,68.3,14.2,13.1,0.3,1.27,0.199
129,서산,2017-05-20,17.422,18.6,10.6,26.4,66.6,14.3,12.9,5.1,1.15,0.195
129,서산,2017-05-21,14.559,19.2,12.2,26.3,73.8,14.3,13.1,2.4,1.14,0.213
129,서산,2017-05-22,15.485,19.6,12,27,73.4,14.3,12.9,2.5,1,0.224
129,서산,2017-05-23,19.816,19,13.7,24,83.6,14.3,2.1,8.3,0.79,0.166
129,서산,2017-05-24,15.809,19,14,23.9,86.3,14.4,10,4.3,1.13,0.188
129,서산,2017-05-25,28.629,16.8,11.3,24,73.8,14.4,11,0.5,1.1,0.17
129,서산,2017-05-26,21.862,16.1,11.3,21.6,64.1,14.4,13.5,0.4,1.37,0.196
129,서산,2017-05-27,11.615,16.5,9.3,23.6,71.4,14.4,13.4,0,1.3,0.195
129,서산,2017-05-28,19.941,18.5,11.5,24.6,75.9,14.5,12.1,0.8,1.07,0.156
129,서산,2017-05-29,21.08,20,16.4,25.1,87.3,14.5,11.6,1.5,1.14,0.178
129,서산,2017-05-30,10.394,21.4,16.1,27.8,67.8,14.5,11.2,5,1.07,0.198
129,서산,2017-05-31,13.519,21.1,15.6,26.2,88.6,14.5,8.2,6.5,0.8,0.169
129,서산,2017-06-01,17.545,20.1,14.9,24.5,83.1,14.5,7.4,4.9,0.69,0.117
129,서산,2017-06-02,29.471,18.6,12.6,22.8,60,14.5,12.6,2.8,1.58,0.199
129,서산,2017-06-03,21.316,18,13.4,23.8,65.6,14.6,13.3,1.9,1.52,0.212
129,서산,2017-06-04,14.387,19.3,10.3,27.1,58.8,14.6,13.5,0.6,1.64,0.226
129,서산,2017-06-05,10.716,20.6,11.8,28.9,59.8,14.6,11.6,5.5,1.53,0.224
129,서산,2017-06-06,8.331,18.2,15.1,23.1,83.8,14.6,0,9.6,0.45,0.077
129,서산,2017-06-07,10.141,17.5,15.8,18.9,97.6,14.6,1.3,9.6,0.57,0.122
129,서산,2017-06-08,25.87,18.7,15.9,23.3,91.9,14.6,9.5,5.9,1.27,0.216
129,서산,2017-06-09,22.077,20.3,17.3,24.9,90.9,14.6,8.7,6.4,1.42,0.192
129,서산,2017-06-10,25.757,20.6,15.8,25.2,65.9,14.6,7.2,8.1,1.03,0.179
129,서산,2017-06-11,28.075,20.7,11.7,28.3,58.1,14.6,13.6,0.8,1.63,0.2
129,서산,2017-06-12,19.816,20.3,15.6,26.1,69.8,14.6,8.4,6.1,1.29,0.189
129,서산,2017-06-13,15.173,19.6,15.5,24.9,79,14.7,9.3,4.8,1.49,0.191
129,서산,2017-06-14,14.505,20.5,15.1,26.3,82.6,14.7,11.9,3,1.55,0.186
129,서산,2017-06-15,17.261,21,15.7,26.2,87.3,14.7,12.1,2.6,1.45,0.185
129,서산,2017-06-16,17.902,22.7,18.9,28.5,83.8,14.7,10.9,3.1,1.42,0.167
129,서산,2017-06-17,21.717,22.1,16.7,27.6,76.8,14.7,12.9,0.1,1.42,0.164
129,서산,2017-06-18,10.595,21.9,14.4,29.5,80,14.7,11.7,0.6,1.37,0.192
129,서산,2017-06-19,8.231,22.4,16.5,30.1,75.3,14.7,11.6,5.5,1.48,0.209
129,서산,2017-06-20,19.521,23.1,16.8,29.9,67.3,14.7,3.9,7,0.82,0.125
129,서산,2017-06-21,13.002,22.8,18,28.4,81.3,14.7,11.5,4,1.61,0.217
129,서산,2017-06-22,11.693,23.1,18.4,29.6,82.8,14.7,11.2,3.1,1.54,0.205
129,서산,2017-06-23,10.969,23.4,17.3,31.8,78.4,14.7,12.3,3.3,1.55,0.203
129,서산,2017-06-24,15.458,21.3,18.4,26.2,87.8,14.7,0.4,9.1,0.58,0.127
129,서산,2017-06-25,25.059,22.9,17.7,28.9,82.3,14.7,10.2,5.8,1.37,0.181
129,서산,2017-06-26,30.564,22.2,18.7,28.9,90,14.7,4.1,7.6,1.06,0.159
129,서산,2017-06-27,16.667,23.3,20.1,28.5,91.9,14.7,4.6,7,1.19,0.184
129,서산,2017-06-28,15.809,23.7,20.5,28,89.3,14.7,5.3,6.9,1.42,0.186
129,서산,2017-06-29,22.852,23.7,19.3,29.4,90.8,14.7,7.7,5.4,1.2,0.158
129,서산,2017-06-30,15.987,24.4,21.1,29.7,87.8,14.7,5.7,8.4,1.22,0.18
129,서산,2017-07-01,9.491,23,20.9,25.9,96.1,14.6,0,9.6,0.33,0.054
129,서산,2017-07-02,6.799,24.5,23.5,25.7,98,14.6,0.1,9.9,0.46,0.147
129,서산,2017-07-03,4.133,23.8,23.1,25.4,98,14.6,0,10,0.48,0.085
129,서산,2017-07-04,5.117,25.3,23.1,29.5,95.5,14.6,5.8,8,1.22,0.195
129,서산,2017-07-05,11.641,26.3,23.2,31.9,87.6,14.6,9.6,5.6,1.36,0.205
129,서산,2017-07-06,17.56,25.8,21.8,31.8,93,14.6,5.4,7.3,1.23,0.189
129,서산,2017-07-07,7.99,25.9,23.6,28.3,97.5,14.6,0,9.8,0.51,0.119
129,서산,2017-07-08,8.944,25.3,23.2,27,98,14.6,0.5,9.9,0.46,0.191
129,서산,2017-07-09,12.676,26.3,24.2,30.3,97.3,14.5,1.8,9.9,1.09,0.203
129,서산,2017-07-10,9.58,25.1,24.4,26.1,98,14.5,0,10,0.25,0.074
129,서산,2017-07-11,13.012,24.6,22.5,28.2,97.8,14.5,1.8,9.5,0.56,0.087
129,서산,2017-07-12,8.868,25.3,22.3,29.7,94.4,14.5,7,5.5,1.4,0.202
129,서산,2017-07-13,15.006,25.5,20.8,31.4,94,14.5,7.8,3.9,1.33,0.185
129,서산,2017-07-14,11.957,26.9,23.6,31.7,92.9,14.5,6,7.9,1.06,0.184
129,서산,2017-07-15,6.323,24.6,23.4,27,97.9,14.4,0.3,10,0.87,0.221
129,서산,2017-07-16,6.677,25.1,23.2,26.8,98,14.4,0,10,0.47,0.094
129,서산,2017-07-17,6.915,24.6,23.3,26.3,98,14.4,0,10,0.4,0.072
129,서산,2017-07-18,6.603,25.4,23.1,29.4,97.6,14.4,4.4,9,0.81,0.216
129,서산,2017-07-19,17.044,26.8,24,32.3,92.1,14.4,4.7,7,1.14,0.192
129,서산,2017-07-20,20.052,27.4,23.1,31.8,93.8,14.3,11.3,2.9,1.31,0.197
129,서산,2017-07-21,15.19,28,25.8,31.4,96.3,14.3,7.7,7.6,1.1,0.178
129,서산,2017-07-22,15.822,26.9,25.8,29.4,98,14.3,2,9.1,0.66,0.099
129,서산,2017-07-23,12.742,26.5,25.5,29.5,98,14.3,0,9.6,0.49,0.143
129,서산,2017-07-24,8.642,26.6,25.5,28.2,98,14.3,0,9.6,0.28,0.041
129,서산,2017-07-25,22.222,27.6,24.5,33,93.1,14.2,11.7,5,1.32,0.206
129,서산,2017-07-26,9.89,27.2,22.4,32,88.3,14.2,6.6,4,1.11,0.192
129,서산,2017-07-27,18.526,27,23.2,32.5,94.3,14.2,6.1,6.5,1.28,0.208
129,서산,2017-07-28,11.166,25.8,23.9,27.6,98,14.1,0,9.4,0.63,0.151
129,서산,2017-07-29,27.54,26.7,23.7,32,95,14.1,3.6,7.8,1.23,0.199
129,서산,2017-07-30,20.038,27,23.3,31.1,93.5,14.1,8.1,6.9,1.32,0.205
129,서산,2017-07-31,12.923,24.1,22,25.6,98,14.1,0,9.6,0.21,0.045
129,서산,2017-08-02,15.709,28.6,24,33.2,94.3,14,9.8,3.6,1.31,0.231
129,서산,2017-08-03,12.077,28.1,24,33,87.8,14,11.1,3.3,1.36,0.213
129,서산,2017-08-04,11.315,28.4,23.3,33.6,88.4,13.9,11.9,4,1.43,0.211
129,서산,2017-08-05,19.091,29.7,24.9,34.7,90.1,13.9,11.2,4,1.48,0.215
129,서산,2017-08-06,14.314,27.8,24,32.8,94.8,13.9,5.6,5.9,0.96,0.177
129,서산,2017-08-07,10.476,27.4,23.1,33,88.8,13.9,12,2.3,1.39,0.176
129,서산,2017-08-08,23.461,26,22.5,30,94.6,13.8,2.5,7.1,0.91,0.178
129,서산,2017-08-09,14.147,25.3,23.2,28.2,96.4,13.8,2.7,9.1,0.73,0.164
129,서산,2017-08-10,17.908,26.4,23.7,31.7,94.1,13.7,7,5.5,1.25,0.187
129,서산,2017-08-11,14.12,25.6,22,30,98,13.7,8.1,3,1.4,0.182
129,서산,2017-08-12,12.498,26.4,23.1,31.1,95.1,13.7,8.1,4.9,0.96,0.185
129,서산,2017-08-13,5.402,24.7,22.5,26.6,93.6,13.7,0,9,0.51,0.072
129,서산,2017-08-15,6.481,24.2,21.6,26.1,100,13.6,0.2,9.4,0.38,0.107
129,서산,2017-08-16,6.006,25.3,22.4,29.3,99,13.5,2.9,7.3,1,0.199
129,서산,2017-08-17,3.085,25.3,22.2,29.7,96,13.5,8.3,7,1.2,0.198
129,서산,2017-08-18,5.238,24.2,21.2,29.9,99.3,13.5,3.9,6.6,1.13,0.18
129,서산,2017-08-19,9.756,25.1,21.7,29.1,97.9,13.5,0.6,8.6,0.56,0.109
129,서산,2017-08-20,5.978,25.1,22.7,28.6,98.4,13.4,0.2,9.9,0.51,0.171
129,서산,2017-08-21,6.569,25.1,22.9,28.2,100,13.4,2.7,8,0.78,0.187
129,서산,2017-08-22,5.34,26.6,23,31.1,95,13.3,9.7,6,0.99,0.185
129,서산,2017-09-08,40.735,22.3,17,29.3,77.6,12.7,10.6,3.9,1.15,0.155
129,서산,2017-09-13,5.341,19.4,13.5,27,72.1,12.5,11.5,0,0.96,0.205
129,서산,2017-09-14,10.954,20.4,12.7,28,70.9,12.5,11.4,0.1,0.69,0.201
129,서산,2017-09-15,3.957,21.5,17.6,27.2,61.1,12.4,10.9,4.5,0.92,0.212
129,서산,2017-09-16,2.78,20.4,16.2,25.9,62.1,12.4,9,3.8,0.81,0.204
129,서산,2017-09-17,3.543,21.5,16.9,27.1,68.8,12.4,9.4,2.9,0.89,0.192
