지점,지점명,일시,Aerosol,Temp_avg,Temp_min,Temp_max,Humidity,sunshine time,Total daylight hours,cloud cover,cumulative UV,Maximum UV
129,서산,2020-10-18,11.4,11.4,4,20.2,74.8,11.2,10.2,0.6,0.781,0.116
129,서산,2020-10-19,42.8,13.1,6.4,21.8,79.1,11.1,9.9,0.5,0.662,0.105
129,서산,2020-10-20,80.9,13.4,5.8,22.5,70.9,11.1,8.9,4,0.711,0.113
129,서산,2020-10-21,133.6,13.3,9,18.4,80.5,11.1,0.2,8.4,0.272,0.047
129,서산,2020-10-22,30.8,12.9,9.2,18.7,68.6,11,7.3,4.1,0.59,0.095
129,서산,2020-10-23,8,9.9,5.8,13.9,55.9,11,9.7,1.3,0.744,0.122
129,서산,2020-10-24,9.4,9.1,3.7,14.3,57.3,10.9,10.3,0,0.734,0.122
129,서산,2020-10-25,13.3,10.3,2.8,19.6,74.1,10.9,9.5,3.9,0.667,0.122
129,서산,2020-10-26,41.7,11.4,5.2,19.9,74.4,10.9,9.5,3.6,0.611,0.111
129,서산,2020-10-27,78.3,12.1,5.4,20.9,82.4,10.8,8.9,3.8,0.585,0.096
129,서산,2020-10-28,37.8,12.9,8.8,18.5,61.9,10.8,9.2,2.5,0.652,0.12
129,서산,2020-10-29,14.5,9,1.8,17.6,59.1,10.8,9.5,3.5,0.606,0.102
129,서산,2020-10-30,61,10.6,2.5,19.3,55.9,10.7,9.8,1.4,0.608,0.092
129,서산,2020-10-31,36.2,12.2,4.2,19,66.8,10.7,8,5.6,0.591,0.103
129,서산,2020-11-01,57.3,12.8,10.7,14.2,89.8,10.7,0,9.5,0.155,0.043
129,서산,2020-11-02,20.7,10.2,4.6,16.9,71.8,10.6,9.5,3.1,0.623,0.098
129,서산,2020-11-03,7.9,7.1,4.3,9.7,51.4,10.6,5.8,5.6,0.496,0.094
129,서산,2020-11-04,10.6,5.2,-0.8,11.9,59.4,10.6,9.8,0,0.626,0.095
129,서산,2020-11-05,20.4,8.8,-0.2,16.3,66.9,10.5,7,5.1,0.525,0.09
129,서산,2020-11-11,40.1,7.9,1.7,16.8,66.4,10.3,9.5,2.3,0.562,0.074
129,서산,2020-11-12,92.1,8.3,0.8,18.3,72.4,10.3,9.5,0,0.552,0.081
129,서산,2020-11-13,80.3,9.4,3.5,18.3,87,10.3,6.5,5.6,0.48,0.07
129,서산,2020-11-14,147.8,9.6,3.8,18.5,81.4,10.3,6.8,5.6,0.489,0.075
129,서산,2020-11-15,139.6,9.8,4.2,18.1,80.9,10.2,7.9,5.4,0.505,0.077
129,서산,2020-11-16,158.7,10.8,4.7,17.2,79,10.2,7.3,4.6,0.435,0.069
129,서산,2020-11-17,118.7,14.4,7.3,18.9,76.3,10.2,0.6,7.3,0.32,0.062
129,서산,2020-11-18,34.4,17.8,13.1,21.2,86.3,10.1,0,8.8,0.169,0.035
129,서산,2020-11-19,12.2,14.2,8.7,20.9,85,10.1,0,9.4,0.074,0.015
129,서산,2020-11-20,8.1,5.6,3.8,8.6,73.4,10.1,0,8.9,0.068,0.012
129,서산,2020-11-21,48.7,6.2,-0.1,11.5,72.9,10.1,6.8,5.4,0.496,0.076
129,서산,2020-11-22,13.4,7,4.3,9.2,77.3,10,0,7.1,0.101,0.028
129,서산,2020-11-23,10.2,3.4,-1.2,6.9,65.3,10,8,3.9,0.494,0.077
129,서산,2020-11-24,23.6,4.2,-0.4,9.4,60.3,10,4.8,7,0.414,0.064
129,서산,2020-11-25,49.4,4.7,-1.1,11.7,72.4,10,9,3.5,0.478,0.066
129,서산,2020-11-26,100.4,6.1,3.3,10.9,68.8,9.9,7,7.3,0.44,0.062
129,서산,2020-11-27,32.2,5.1,2.5,8.4,64.4,9.9,2.4,7.1,0.227,0.045
129,서산,2020-11-28,15.1,2.4,0.2,4.4,54.4,9.9,6.9,5.8,0.422,0.064
129,서산,2020-11-29,15.8,1.4,-1.6,3.6,70.4,9.9,1,8.1,0.178,0.056
129,서산,2020-11-30,23.7,0.7,-3.4,5.9,66,9.9,8.1,3.4,0.446,0.06
129,서산,2020-12-01,34.9,1.6,-3.9,6.4,51.4,9.8,8.7,3.4,0.471,0.063
129,서산,2020-12-02,25.7,3.1,-2,8.1,52.3,9.8,6,5.6,0.443,0.061
129,서산,2020-12-03,25.2,1.5,-2.5,5.6,62.3,9.8,5.8,7,0.305,0.062
129,서산,2020-12-04,28.7,-0.1,-4.6,6.1,73,9.8,7.9,5.1,0.396,0.055
129,서산,2020-12-05,37.8,2.3,-2.3,7.6,86.3,9.8,1.7,8.4,0.264,0.041
129,서산,2020-12-06,68.9,3.7,-0.5,10.5,76.5,9.8,7.4,4.8,0.423,0.052
129,서산,2020-12-07,119.9,3.9,-0.1,8.1,68,9.8,2.2,8.6,0.264,0.04
129,서산,2020-12-11,62.4,5.9,1.8,11.4,74.8,9.7,5.8,7.9,0.353,0.05
129,서산,2020-12-12,20.6,2.2,-2.9,7.6,57.4,9.7,8.6,1.6,0.415,0.048
129,서산,2020-12-13,21.8,0.1,-3.5,5.8,71.6,9.7,1.1,7.4,0.154,0.027
129,서산,2020-12-15,5.2,-4,-6.9,-1.6,56.3,9.7,7.7,6.9,0.416,0.048
129,서산,2020-12-16,4.7,-3.7,-6.8,-1.2,56.5,9.7,6.8,3,0.344,0.044
129,서산,2020-12-18,23.6,0.3,-4,3.1,63.3,9.7,5.2,5,0.315,0.051
129,서산,2020-12-20,11,-2.9,-6.9,3,60.1,9.7,8.9,0.9,0.393,0.045
129,서산,2020-12-21,30.3,-0.9,-5.6,3.4,86.1,9.6,2.5,5.8,0.209,0.027
129,서산,2020-12-22,31.5,1,-4.8,8.2,75.3,9.7,8.5,3,0.413,0.047
129,서산,2020-12-23,83.6,4.2,-2.4,9.1,84.4,9.7,1.3,7.6,0.225,0.034
129,서산,2020-12-24,35.4,3.4,0.6,7.7,63.8,9.7,8.1,4.3,0.391,0.048
129,서산,2020-12-25,11,0.1,-4.4,5.5,66,9.7,7.1,3.1,0.389,0.045
129,서산,2020-12-26,42.5,2.2,-4.5,10,77.1,9.7,5.8,5.8,0.302,0.04
129,서산,2020-12-27,31.6,4.3,-1.8,10.8,75.3,9.7,5.5,7.1,0.337,0.041
129,서산,2020-12-28,61.3,5.3,0.6,12.9,82.1,9.7,7.6,6.1,0.38,0.045
129,서산,2020-12-29,48.3,0.7,-4.2,4.7,81.9,9.7,0,9.4,0.148,0.028
129,서산,2020-12-30,6.4,-7.3,-8.4,-4.2,60.5,9.7,1.6,8.5,0.308,0.048
129,서산,2020-12-31,11.5,-6.8,-10.5,-2.5,74.8,9.7,5.2,6.4,0.373,0.05
129,서산,2015-10-22,82.976,16,10.2,22.5,89.6,11.1,7.1,5.1,0.52,0.082
129,서산,2015-10-23,39.681,15.3,10.4,21.3,87.6,11,8.6,1.3,0.61,0.101
129,서산,2015-10-24,68.962,15.8,10,20.5,88.6,11,4.5,4.9,0.46,0.086
129,서산,2015-10-25,31.455,15.2,9.8,21.9,79.1,10.9,6.9,1.8,0.62,0.098
129,서산,2015-10-26,37.044,16.3,10.6,21.7,80.3,10.9,4.7,8.5,0.49,0.089
129,서산,2015-10-27,72.864,13.4,11.3,16.8,78.4,10.9,4.7,6.8,0.46,0.086
129,서산,2015-10-28,36.042,12.4,5.3,18,65.5,10.8,8,2.6,0.47,0.094
129,서산,2015-10-29,16.757,10.4,5.4,14.9,62.4,10.8,8.7,4.4,0.56,0.088
129,서산,2015-10-30,24.753,8.3,3.6,11.6,63.1,10.8,9.2,3.9,0.58,0.084
129,서산,2015-10-31,16.206,5.4,0.3,11.9,75.8,10.7,9.3,1.8,0.56,0.081
129,서산,2015-11-01,19.923,7.4,1,12.4,83.8,10.7,1.7,8.3,0.35,0.049
129,서산,2015-11-02,28.8,10.2,6.3,17.1,85.5,10.7,5,5.3,0.41,0.068
129,서산,2015-11-03,37.195,10.4,4.2,19,80.4,10.6,9.3,0.8,0.57,0.078
129,서산,2015-11-04,55.747,11.2,4.2,19.1,80.3,10.6,8.7,2.4,0.59,0.084
129,서산,2015-11-05,57.316,12.4,6.6,19.5,85.5,10.6,7.6,2.6,0.52,0.07
129,서산,2015-11-06,61.453,14.2,7.6,20.6,81.1,10.5,3.8,7,0.4,0.079
129,서산,2015-11-10,129.918,9.5,4.4,13.4,88.1,10.4,0.8,6.8,0.31,0.042
129,서산,2015-11-11,153.716,10.2,4.2,15,88.4,10.4,4.3,4.9,0.4,0.061
129,서산,2015-11-12,57.806,14.2,7.9,19.8,80.5,10.3,7.2,3.8,0.55,0.075
129,서산,2015-11-13,12.831,11.8,10.6,14.7,91.3,10.3,0,10,0.13,0.019
129,서산,2015-11-14,10.107,12.8,11.1,14.9,96.6,10.3,0,9.4,0.3,0.072
129,서산,2015-11-15,11.214,13.1,8.7,18.2,91,10.2,5.5,6.3,0.52,0.078
129,서산,2015-11-16,32.373,13.2,10.1,16.3,93,10.2,0,9.4,0.2,0.037
129,서산,2015-11-17,28.295,13.5,11.1,17.3,90.5,10.2,7.8,5.3,0.46,0.074
129,서산,2015-11-18,21.395,11.6,8.8,14,93.3,10.2,0,9.3,0.09,0.026
129,서산,2015-11-19,10.796,9.2,5.9,11.9,95.1,10.1,0,6.9,0.22,0.045
129,서산,2015-11-20,48.055,8.5,4.9,13.6,93.5,10.1,1.1,6.6,0.26,0.065
129,서산,2015-11-21,51.52,7.9,3.7,12.7,80.3,10.1,5.1,4.4,0.36,0.049
129,서산,2015-11-22,68.755,10.2,3.5,14.8,85,10.1,5.1,6.4,0.41,0.054
129,서산,2015-11-23,28.213,10.1,8.4,11.3,93.9,10,0,9.8,0.24,0.033
129,서산,2015-11-24,38.134,6.3,4,8.4,84.8,10,0,9.3,0.25,0.036
129,서산,2015-11-25,19.509,5.2,3.7,6.7,89.5,10,0,9.9,0.1,0.034
129,서산,2015-11-26,31.152,0.4,-1.2,4,89,10,0.3,8.6,0.18,0.045
129,서산,2015-11-27,23.56,0,-2.1,1.1,94.1,9.9,0.2,8.8,0.12,0.025
129,서산,2015-11-28,32.577,2.3,0.6,4.4,95.8,9.9,1.6,8.5,0.17,0.026
129,서산,2015-11-29,38.999,5.5,3.2,7.5,97,9.9,0,9.8,0.08,0.023
129,서산,2015-11-30,50.719,5.2,-1.1,9.2,87.8,9.9,6.1,4.1,0.31,0.043
129,서산,2015-12-01,30.373,3.8,-2.4,10.9,76.4,9.9,8.8,2.8,0.43,0.049
129,서산,2015-12-02,92.643,8.4,3,11.1,80.5,9.8,0.8,9,0.07,0.01
129,서산,2015-12-03,78.689,1.8,-0.2,5.8,88.6,9.8,2.5,7.6,0.26,0.042
129,서산,2015-12-04,32.621,2.4,-0.2,5.6,88.4,9.8,1.7,8,0.2,0.039
129,서산,2015-12-05,47.05,5.4,1.8,8.5,74.6,9.8,0.9,7.6,0.16,0.028
129,서산,2015-12-06,21.973,1.3,-3.4,6.1,72.1,9.8,6.6,5,0.36,0.046
129,서산,2015-12-07,23.851,1.2,-4.3,6.7,78.9,9.8,8.2,2.4,0.41,0.048
129,서산,2015-12-08,26.376,1.9,-3.1,8.8,82.6,9.8,9,0,0.43,0.052
129,서산,2015-12-09,38.629,6,-2.8,13.2,82.8,9.7,7.3,5.6,0.38,0.055
129,서산,2015-12-10,36.231,8.5,7.4,9.6,92,9.7,0,9.8,0.1,0.016
129,서산,2015-12-11,53.263,7.7,4.4,12.2,73.9,9.7,4.8,4.3,0.33,0.043
129,서산,2015-12-12,38.678,6,1.9,10.8,71.5,9.7,5.8,5,0.29,0.045
129,서산,2015-12-13,46.66,6.6,2.1,11.6,71.4,9.7,7.3,5,0.39,0.046
129,서산,2015-12-14,42.486,6,3,7,92.3,9.7,0,9.8,0.1,0.015
129,서산,2015-12-15,68.816,5.9,3.8,8.6,81.1,9.7,1.7,8.5,0.18,0.026
129,서산,2015-12-16,32.847,0,-1.6,4.2,87.6,9.7,0,8.6,0.15,0.025
129,서산,2015-12-17,23.202,-2,-6.1,0.9,73.1,9.7,8.5,3.4,0.41,0.043
129,서산,2015-12-18,27.78,-0.1,-6.2,3,92,9.7,0.4,7,0.19,0.044
129,서산,2015-12-19,69.657,1.6,-1.6,7.1,86.9,9.7,8.5,0,0.38,0.05
129,서산,2015-12-20,94.108,2.8,-1.6,6.3,79.8,9.7,0.3,7.4,0.23,0.035
129,서산,2015-12-21,62.6,4,-1.3,8.7,90.3,9.7,6.3,5,0.39,0.056
129,서산,2015-12-22,115.699,2.1,-2.3,6.8,91.8,9.7,3.4,5.6,0.32,0.05
129,서산,2015-12-23,94.042,5.9,2.3,11,84,9.7,6,4.5,0.32,0.041
129,서산,2015-12-24,100.74,3.4,-1.4,7.4,79.5,9.7,4.8,4.3,0.33,0.038
129,서산,2015-12-25,19.16,1.3,-2.5,4.7,57.4,9.7,8.9,2.8,0.43,0.045
129,서산,2015-12-26,205.355,2.6,-2.6,9.8,83,9.7,5.9,2.1,0.29,0.034
129,서산,2015-12-27,21.885,-3.6,-7.6,0.1,71,9.7,9,0,0.42,0.046
129,서산,2015-12-28,22.326,-2.3,-7.7,1.6,70.6,9.7,7,5,0.34,0.041
129,서산,2015-12-29,41.708,-2.1,-7.8,3.8,80.6,9.7,6,3.4,0.34,0.036
129,서산,2015-12-30,70.1,0.8,-4.8,6,89.8,9.7,4.5,4.9,0.27,0.035
129,서산,2015-12-31,68.027,1,-3.2,5.7,87.8,9.7,7.4,3.4,0.37,0.037
129,서산,2016-01-01,51.512,2.6,-4.4,7.5,86.3,9.7,2.4,6.9,0.3,0.045
129,서산,2016-01-02,68.081,6.5,3.6,10.6,91.4,9.7,4.1,4.9,0.38,0.041
129,서산,2016-01-03,115.446,6.2,2.7,10.7,93.4,9.7,2.8,7.1,0.31,0.037
129,서산,2016-01-04,100.663,2.8,-3.2,6.7,73.6,9.7,8.3,5.9,0.37,0.044
129,서산,2016-01-05,25.106,-1.1,-5.4,1.4,59.3,9.7,5.7,3.6,0.34,0.042
129,서산,2016-01-06,43.079,0.4,-5.8,4,77.6,9.8,1.1,8,0.2,0.029
129,서산,2016-01-07,29.977,0.2,-1,2.3,66,9.8,6.4,6.6,0.37,0.054
129,서산,2016-01-08,23.679,-0.9,-4.4,2.9,80.1,9.8,8.6,5.1,0.37,0.044
129,서산,2016-01-09,28.707,0.4,-2.6,4.2,82.1,9.8,5.8,5.8,0.39,0.046
129,서산,2016-01-10,50.729,-0.5,-3.8,5,75.3,9.8,4.6,3.6,0.25,0.034
129,서산,2016-01-11,27.255,-2.7,-6.9,1.6,72.9,9.8,8.8,1.4,0.43,0.047
129,서산,2016-01-12,24.732,-3.1,-9.1,1.6,76.4,9.9,8.5,3.1,0.42,0.044
129,서산,2016-01-13,30.182,-1.6,-4.7,1,87.5,9.9,3.9,6.6,0.25,0.031
129,서산,2016-01-14,41.732,-2.4,-7.4,2.1,78.9,9.9,6.8,2.8,0.41,0.04
129,서산,2016-01-15,70.994,0.5,-5.1,5.6,82.4,9.9,7.5,1.9,0.35,0.035
129,서산,2016-01-16,99.757,2.3,-2.1,7.1,82,9.9,2.8,6.5,0.26,0.035
129,서산,2016-01-17,115.364,2.3,-2.7,7.2,81.3,10,0,6.8,0.26,0.034
129,서산,2016-01-18,64.566,-3.8,-8.1,2.3,83.4,10,1.8,8.6,0.2,0.028
129,서산,2016-01-20,27.307,-8.3,-11.4,-5,83.4,10,5.5,6,0.38,0.042
129,서산,2016-01-21,29.756,-6.3,-10.8,-1.9,78.9,10.1,6.6,4.4,0.42,0.051
129,서산,2016-01-22,18.486,-5.9,-12,-2.3,71.5,10.1,7.9,3.9,0.44,0.049
129,서산,2016-01-23,25.166,-8.5,-12.3,-4.4,76.9,10.1,3.8,7.8,0.27,0.035
129,서산,2016-01-24,27.857,-10.3,-12.7,-7.2,82,10.1,1.7,8.5,0.37,0.036
129,서산,2016-01-25,72.012,-7.9,-11.3,-3.5,88.1,10.2,8.1,5.1,0.46,0.047
129,서산,2016-01-26,61.049,-1.8,-6.8,3.4,82.9,10.2,5.8,5.5,0.38,0.057
129,서산,2016-01-27,80.082,-2.3,-8.2,4.1,84.6,10.2,8.8,2.6,0.45,0.068
129,서산,2016-01-28,63.451,0.3,-6.7,2.6,73.5,10.2,0.5,8.6,0.21,0.025
129,서산,2016-01-29,52.607,1.6,-0.8,3.2,69,10.3,0,8.1,0.21,0.033
129,서산,2016-01-30,43.963,-0.1,-4.2,4.4,88.5,10.3,6.8,2.4,0.41,0.043
129,서산,2016-01-31,32.244,-2.2,-4.2,0,66.6,10.3,6.7,3.9,0.43,0.052
129,서산,2016-02-01,27.173,-5.8,-10,-1.5,73.3,10.4,9.1,0.5,0.48,0.061
129,서산,2016-02-02,25.641,-6,-11.5,0.2,74.8,10.4,9.7,0,0.56,0.069
129,서산,2016-02-03,30.517,-3.2,-9.8,4.1,82.5,10.4,8.4,1.5,0.51,0.06
129,서산,2016-02-04,48.797,-1.3,-7.6,4.6,72.8,10.5,9.1,1.8,0.47,0.05
129,서산,2016-02-05,29.117,-2.1,-8.2,3.9,70,10.5,9.6,2.8,0.52,0.052
129,서산,2016-02-06,39.15,-2.9,-7.3,0.6,66.9,10.5,9.8,1.1,0.58,0.059
129,서산,2016-02-10,44.673,1.7,-5.6,10.8,74.5,10.7,9.8,0,0.62,0.078
129,서산,2016-02-11,40.384,9.6,-0.6,15.8,54.4,10.7,2.5,6.8,0.42,0.06
129,서산,2016-02-12,15.087,10.3,7,11.9,93.9,10.7,0,10,0.11,0.029
129,서산,2016-02-13,16.739,11.6,3.3,18,96.3,10.8,0.4,9.8,0.25,0.058
129,서산,2016-02-14,74.662,-1.6,-4.4,3.4,79.8,10.8,0.1,8.5,0.24,0.059
129,서산,2016-02-15,51.088,-3.8,-6.3,-0.9,68.4,10.8,10,3.9,0.66,0.068
129,서산,2016-02-16,46.449,-1,-6.1,4,84.1,10.9,5,6.9,0.51,0.061
129,서산,2016-02-17,37.607,0.2,-6.3,6,76.6,10.9,9.7,1.3,0.57,0.077
129,서산,2016-02-18,58.091,3.5,-2.8,7.9,90.5,11,7,5,0.47,0.059
129,서산,2016-02-20,62.952,2.1,-0.6,6.3,60.4,11,9.2,2.5,0.53,0.074
129,서산,2016-02-21,34.477,0.3,-3.1,5,58.5,11.1,9.8,3.6,0.63,0.086
129,서산,2016-02-22,31.079,1.9,-2.5,5.3,54.3,11.1,0.5,8.9,0.34,0.05
129,서산,2016-02-23,87.796,1.1,-2.4,5.2,72.4,11.1,6.9,5.5,0.48,0.083
129,서산,2016-02-24,30.928,-2.9,-7.8,1.6,66.8,11.2,10,2.1,0.64,0.091
129,서산,2016-02-25,47.124,0,-7.3,6,79.4,11.2,8.2,3.9,0.58,0.075
129,서산,2016-02-26,105.008,1.9,-3,6.6,88.9,11.3,4.8,6.4,0.37,0.049
129,서산,2016-02-27,67.686,3.3,-0.2,8.1,85.4,11.3,8.3,6.3,0.55,0.069
129,서산,2016-02-28,62.092,0.7,-4.6,3.6,81,11.3,0,7,0.09,0.015
129,서산,2016-02-29,70.425,-2.2,-4.7,-0.7,67.4,11.4,6.9,5.1,0.48,0.064
129,서산,2016-03-01,27.484,-2.8,-9.7,2.6,79.9,11.4,10,1.5,0.71,0.099
129,서산,2016-03-02,35.485,3.4,-4.1,7.7,89.9,11.4,9.3,3.9,0.69,0.097
129,서산,2016-03-03,42.684,8.6,4.4,12.9,85.4,11.5,5.3,5.6,0.53,0.085
129,서산,2016-03-04,70.717,13.1,7.6,18.4,87.4,11.5,5.7,7.4,0.39,0.089
129,서산,2016-03-05,34.018,12.5,7.4,18.9,93.5,11.6,0.7,9,0.28,0.062
129,서산,2016-03-06,233.798,7.1,3.9,12.5,70,11.6,8.6,3.1,0.64,0.09
129,서산,2016-03-07,199.605,7.5,3.6,11.7,67.9,11.6,0.8,7.6,0.3,0.067
129,서산,2016-03-08,115.998,3.2,-0.1,6.2,60.1,11.7,0,8.1,0.29,0.071
129,서산,2016-03-09,59.015,0.6,-1.1,3.6,55.4,11.7,9.6,4.3,0.77,0.13
129,서산,2016-03-10,39.189,0.1,-3,3.1,54.3,11.8,10.3,2.6,0.84,0.133
129,서산,2016-03-11,32.951,-0.6,-5.3,4.3,60,11.8,10.6,1.1,0.81,0.106
129,서산,2016-03-12,47.612,1.1,-6,6.9,77.1,11.8,9.6,2.9,0.62,0.077
129,서산,2016-03-13,92.019,3.3,-0.2,8.3,81,11.9,2.8,6.4,0.43,0.066
129,서산,2016-03-14,86.805,2.5,-2.5,8.2,80.1,11.9,7.4,3.3,0.73,0.107
129,서산,2016-03-15,33.669,3.5,-4.6,12.1,75,11.9,8.4,3.9,0.78,0.141
129,서산,2016-03-16,54.509,6.1,-0.1,13.7,68,12,10,2.6,0.85,0.128
129,서산,2016-03-17,82.752,8.5,-1.5,16.9,69.8,12,6.5,6,0.73,0.138
129,서산,2016-03-18,77.833,12.4,8.7,18.4,71,12.1,4.8,6,0.55,0.111
129,서산,2016-03-19,88.352,8.2,1.9,14.2,78.1,12.1,10.9,0,0.74,0.139
129,서산,2016-03-20,77.471,5.7,-1,14,82.4,12.1,9.1,1.3,0.76,0.142
129,서산,2016-03-21,51.426,6.2,-0.6,14.9,81,12.2,9.5,2,0.85,0.124
129,서산,2016-03-22,44.661,7.3,1.7,13.7,81,12.2,9.5,4,0.73,0.123
129,서산,2016-03-23,75.501,6.9,3.2,11.1,66.5,12.3,9.9,4.5,0.86,0.148
129,서산,2016-03-24,51.951,5.3,-0.6,11.4,58.8,12.3,11.2,0.3,0.9,0.147
129,서산,2016-03-25,63.957,4,-2.6,11.7,71.3,12.3,10.7,0.4,0.88,0.14
129,서산,2016-03-26,46.127,3.5,-3.4,12.1,70.4,12.4,9.6,1.1,0.87,0.114
129,서산,2016-03-27,41.722,4.4,-2.9,12.8,71.9,12.4,11.2,0,0.88,0.104
129,서산,2016-03-28,72.833,7.5,-1.4,15,70.4,12.5,11.2,0.3,0.91,0.124
129,서산,2016-03-29,107.959,10.4,4.9,14.9,81.6,12.5,5.9,6.4,0.6,0.106
129,서산,2016-03-30,69.041,10.5,4.3,18.1,67.3,12.5,9.7,3.3,0.81,0.119
129,서산,2016-03-31,63.976,12.3,2.6,22.8,45,12.6,9,4.6,0.76,0.121
129,서산,2016-04-01,80.055,12.3,2.1,22.6,46.9,12.6,10.4,1.5,0.86,0.146
129,서산,2016-04-02,92.269,12.1,3.8,20.9,71.5,12.6,10.5,3.1,0.9,0.135
129,서산,2016-04-03,89.302,10.5,7.1,13.8,84.5,12.7,0.1,8.4,0.35,0.072
129,서산,2016-04-04,56.906,11.1,5.6,19.7,60.5,12.7,10.6,3.8,1.01,0.15
129,서산,2016-04-05,56.074,8.6,0.4,16.9,61.9,12.8,11.4,1.9,1.06,0.167
129,서산,2016-04-06,68.273,12.4,2.4,23,60.1,12.8,5.2,7.5,0.69,0.135
129,서산,2016-04-07,38.994,12.3,8.7,18,86.4,12.9,7.7,6.3,0.83,0.16
129,서산,2016-04-08,8.514,9.2,6.4,16.8,92.5,12.9,6,7.4,0.52,0.09
129,서산,2016-04-09,77.048,10.7,7,16.4,91.4,12.9,0.6,7.4,0.51,0.112
129,서산,2016-04-10,117.507,11.5,5.5,19.3,92.5,13,4.3,7.3,0.62,0.131
129,서산,2016-04-11,120.406,11.5,5.3,19.4,72.4,13,11.1,0.8,1.03,0.16
129,서산,2016-04-12,100.469,13.2,6.4,20.3,69.3,13,9.4,6,0.86,0.145
129,서산,2016-04-13,30.074,15,9.8,21.4,88.9,13.1,7.1,6.5,0.84,0.167
129,서산,2016-04-14,9.908,10.7,7.1,18.6,91.5,13.1,4.9,7.3,0.59,0.116
129,서산,2016-04-15,47.794,12.2,3.9,22.6,73.5,13.2,10.9,1.5,1.04,0.173
129,서산,2016-04-16,66.524,14.7,6.9,21.2,81,13.2,1.7,7.6,0.33,0.086
129,서산,2016-04-17,132.587,10.9,8.8,15.3,79.4,13.2,9.7,5.8,1.07,0.18
129,서산,2016-04-18,88.616,10.5,5.3,16,84.4,13.3,8.9,3.5,0.95,0.145
129,서산,2016-04-19,48.865,11.2,6.5,19.2,81.6,13.3,9.9,4.9,1.13,0.173
129,서산,2016-04-20,67.875,12.1,6.3,17.4,85.4,13.3,0.5,8,0.37,0.088
129,서산,2016-04-21,25.436,13.5,10.9,19.4,94.3,13.4,2.8,8.9,0.65,0.146
129,서산,2016-04-22,45.024,12.5,10.4,17.9,94.6,13.4,3.4,8,0.61,0.148
129,서산,2016-04-23,369.424,11.9,6.6,19.6,76.8,13.4,2.4,6.3,0.73,0.165
129,서산,2016-04-24,450.93,13.5,4.9,22.4,56.9,13.5,10.7,3.6,0.94,0.176
129,서산,2016-04-25,142.884,15,5.8,25,49.8,13.5,11.6,0.6,1.11,0.176
129,서산,2016-04-26,124.705,18,8.5,27.8,57.4,13.5,8.3,6,0.99,0.187
129,서산,2016-04-27,88.705,14.8,12.3,17.9,76.3,13.6,0,9.9,0.34,0.053
129,서산,2016-04-28,56.491,14.3,8.7,21.1,73,13.6,8.1,6.8,0.87,0.14
129,서산,2016-04-29,65.19,12.7,7,18.6,82.5,13.6,11.8,2.6,1.15,0.171
129,서산,2016-04-30,60.315,14.7,9.2,19.9,69.5,13.7,10.8,1.6,0.98,0.128
129,서산,2016-05-01,44.902,16.8,10.1,21.9,68.1,13.7,10.3,2.8,0.98,0.184
129,서산,2016-05-02,42.514,19.6,13.2,27.6,80.9,13.7,6.3,8.1,0.78,0.178
129,서산,2016-05-03,41.1,13.7,10.7,18.7,90.8,13.8,0.1,9.5,0.37,0.153
129,서산,2016-05-04,110.889,15.5,10.7,22.5,62.9,13.8,12.9,1.3,1.29,0.188
129,서산,2016-05-05,72.135,18.1,6.8,26.1,63.4,13.8,10.4,4.3,1.1,0.194
129,서산,2016-05-06,52.354,15.4,9.9,19.6,95.3,13.9,0,7.1,0.34,0.075
129,서산,2016-05-07,148.226,14.1,6.8,21.8,72,13.9,11.2,2.6,1.25,0.214
129,서산,2016-05-08,67.375,16.7,7.6,24.8,67.5,13.9,10.6,5,1.23,0.225
129,서산,2016-05-09,67.851,17.6,11.9,24.6,66.6,14,6.2,7.8,1.05,0.196
129,서산,2016-05-10,31.024,14.1,11.9,16.2,92.4,14,0.3,9.9,0.38,0.164
129,서산,2016-05-11,30.58,15.4,10.6,22.1,82.1,14,12.9,1.8,1.3,0.188
129,서산,2016-05-12,24.525,16,10.5,21,86.4,14.1,12.9,3.9,1.35,0.223
129,서산,2016-05-13,50.371,16.1,12.2,21.5,71.9,14.1,10.3,3.9,1.14,0.202
129,서산,2016-05-14,59.85,18.6,11.9,24.2,67.5,14.1,12.1,4.6,1.32,0.223
129,서산,2016-05-15,48.442,16.4,11.6,23.5,87.4,14.1,4.9,8,0.65,0.213
129,서산,2016-05-16,69.549,15,10.4,21.5,78.6,14.2,12.4,2.8,1.29,0.204
129,서산,2016-05-17,110.385,17.5,9.1,25.1,78.1,14.2,13.2,0,1.36,0.201
129,서산,2016-05-18,72.626,20.4,11.9,28.3,61.1,14.2,13,1.6,1.31,0.209
129,서산,2016-05-19,63.794,21.2,13.5,30.9,61.5,14.2,12.5,0.6,1.24,0.194
129,서산,2016-05-20,93.844,19.8,12.4,28.2,71.8,14.3,11.9,2.8,1.23,0.201
129,서산,2016-05-21,101.904,22,14.2,29.4,55.3,14.3,11.7,5,1.26,0.227
129,서산,2016-05-22,57.179,21.6,13.4,29.9,53.3,14.3,12.4,3.1,1.24,0.223
129,서산,2016-05-23,84.314,20.6,13.5,27.8,64.3,14.3,6.8,7.9,1.13,0.229
129,서산,2016-05-24,29.088,16.7,14.7,20,93.3,14.4,5.1,7.3,0.85,0.224
129,서산,2016-05-25,62.475,18.6,15.3,22.5,88.5,14.4,7.9,4.6,1.07,0.193
